sigma,eta
0.44166667,0.3
0.016666667,0.70833333
0.94166667,0.25833333
0.066666667,0.63333333
0.3,0.325
0.975,0.71666667
0.016666667,0.19166667
0.75,0.35
0.775,0.075
0.225,0.25833333
0.6,0.95
0.68333333,0.24166667
0.93333333,0.21666667
0.7,0.083333333
0.0083333333,0.675
0.975,0.41666667
0.825,0.40833333
0.80833333,0.29166667
0.55,0.78333333
0.56666667,0.89166667
0.88333333,0.13333333
0.18333333,0.54166667
0.525,0.50833333
0.575,0.55833333
0.091666667,0.033333333
0.016666667,0.43333333
0.675,0.39166667
0.84166667,0.84166667
0.94166667,0.28333333
0.2,0.11666667
0.69166667,0.70833333
0.24166667,0.058333333
0.79166667,0.975
0.54166667,0.88333333
0.26666667,0.40833333
0.98333333,0.425
0.13333333,0.35833333
0.075,0.9
0.65833333,0.15833333
0.34166667,0.95
0.15,0.14166667
0.083333333,0.091666667
0.225,0.19166667
0.50833333,0.36666667
0.25833333,0.81666667
0.325,0.76666667
0.85833333,0.10833333
0.38333333,0.20833333
0.45,0.68333333
0.20833333,0.75
0.075,0.35
0.56666667,0.76666667
0.45,0.78333333
0.4,0.94166667
0.78333333,0.125
0.14166667,0.8
0.75833333,0.725
0.725,0.90833333
0.8,0.95833333
0.41666667,0.23333333
0.80833333,1
0.975,0.60833333
0.25,0.2
0.825,0.2
0.21666667,0.94166667
0.73333333,0.36666667
0.28333333,0.88333333
0.75,0.38333333
0.78333333,0.041666667
0.64166667,0.625
0.14166667,0.56666667
0.125,0.6
0.875,0.033333333
0.21666667,0.48333333
0.925,0.50833333
1,0.35
0.225,0.46666667
0.083333333,0.825
0.925,0.58333333
0.475,0.575
0.80833333,0.34166667
0.88333333,0.48333333
0.825,0.15833333
0.36666667,0.75833333
0.95833333,0.025
0.85833333,0.36666667
0.55833333,0.083333333
0.875,0.35833333
0.58333333,0.125
0.20833333,0.18333333
0.175,0.44166667
0.71666667,0.50833333
0.325,0.9
0.73333333,0.55
0.725,0.11666667
0.55833333,0.58333333
0.51666667,0.45833333
0.45,0.26666667
0.8,0.48333333
0.23333333,0.11666667
0.65833333,0.96666667
0.45,0.91666667
0.34166667,0.55
0.041666667,0.58333333
0.29166667,0.39166667
0.74166667,0.725
0.38333333,0.74166667
0.6,0.48333333
0.96666667,0.125
0.31666667,0.35833333
0.066666667,0.71666667
0.85833333,0.29166667
0.058333333,0.016666667
0.41666667,0.63333333
0.41666667,0.20833333
0.78333333,0.25833333
0.35,0.95
0.1,0.84166667
0.5,0.55833333
0.58333333,0.575
0.11666667,0.16666667
0.75,0.79166667
0.525,0.88333333
0.10833333,0.5
0.275,0.875
0.50833333,0.4
0.775,0.44166667
0.44166667,0.0083333333
0.083333333,0.73333333
0.70833333,0.55833333
0.73333333,0.28333333
0.75,0.1
0.28333333,0.275
0.73333333,0.5
0.925,0.54166667
0.25833333,0.51666667
0.091666667,0.10833333
0.25833333,0.25
0.96666667,0.51666667
0.24166667,0.10833333
0.81666667,0.45833333
0.79166667,0.41666667
0.90833333,0.11666667
0.375,0.2
0.90833333,0.15833333
0.74166667,0.50833333
0.86666667,0.35
0.60833333,0.425
0.25,0.93333333
0.26666667,0.18333333
0.33333333,0.54166667
0.05,0.375
0.091666667,0.55
0.83333333,0.875
0.41666667,0.24166667
0.53333333,0.175
0.725,0.083333333
0.45,0.925
0.55,0.1
0.875,0.38333333
0.23333333,0.85833333
0.71666667,0.058333333
0.98333333,0.8
0.84166667,0.175
0.95833333,0.15
0.3,0.3
0.75,0.24166667
0.675,0.875
0.39166667,0.95
0.125,0.40833333
0.85833333,0.98333333
0.25833333,0.78333333
0.3,0.016666667
0.53333333,0.74166667
0.45,0.31666667
0.49166667,0.69166667
0.775,0.29166667
0.73333333,0.64166667
0.15833333,0.88333333
0.61666667,0.50833333
0.41666667,0.84166667
0.65,0.38333333
0.35,0.74166667
0.50833333,0.1
0.55,0.975
0.98333333,0.21666667
0.46666667,0.525
0.041666667,0.35833333
0.58333333,0.86666667
0.81666667,0.98333333
0.45833333,0.14166667
0.46666667,0.75833333
0.40833333,0.41666667
0.083333333,0.99166667
0.2,0.025
0.058333333,0.80833333
0.75833333,0.29166667
0.3,0.29166667
0.16666667,0.975
0.44166667,0.34166667
0.76666667,0.041666667
0.43333333,0.375
0.81666667,0.91666667
0.83333333,0.54166667
0.38333333,0.64166667
0.35,0.10833333
0.10833333,0.4
0.14166667,0.66666667
0.63333333,0.58333333
0.025,0.15833333
0.88333333,0.45
0.4,0.44166667
0.058333333,0.85
0.325,0.025
0.46666667,0.31666667
0.8,0.775
0.675,0.033333333
0.21666667,0.21666667
0.15833333,0.18333333
0.30833333,0.63333333
0.016666667,0.55833333
0.81666667,0.53333333
1,0.15
0.81666667,0.35
0.75833333,0.96666667
0.23333333,0.875
0.9,0.475
0.975,0.56666667
0.033333333,0.05
0.13333333,0.70833333
0.68333333,0.075
0.125,0.975
0.058333333,0.81666667
0.016666667,0.325
0.45833333,0.85833333
0.875,0.96666667
0.65833333,0.058333333
0.73333333,0.84166667
0.525,0.05
0.775,0.65
0.88333333,0.59166667
0.49166667,0.85833333
0.91666667,0.99166667
0.96666667,0.75
0.25833333,0.86666667
0.95,0.75833333
0.075,0.44166667
0.45833333,0.075
0.76666667,0.825
0.41666667,0.70833333
0.20833333,0.90833333
0.65,0.54166667
0.80833333,0.55
0.10833333,0.89166667
0.425,0.325
0.36666667,0.41666667
0.675,0.63333333
0.75833333,0.975
0.21666667,0.36666667
0.94166667,0.41666667
0.725,0.25
0.65,0.63333333
0.83333333,0.66666667
0.175,0.15
0.625,0.19166667
0.69166667,0.75833333
0.79166667,0.16666667
0.091666667,0.74166667
0.38333333,0.15833333
1,0.58333333
0.93333333,0.225
0.025,0.80833333
0.44166667,0.84166667
0.46666667,0.475
0.091666667,0.775
0.875,0.025
0.56666667,0.19166667
0.51666667,0.48333333
0.69166667,0.81666667
0.29166667,0.35
0.78333333,0.05
0.475,0.49166667
0.83333333,0.35
0.64166667,0.9
0.6,0.56666667
0.29166667,0.3
0.55,0.13333333
0.075,0.51666667
0.175,0.54166667
0.525,0.68333333
0.56666667,0.875
0.39166667,0.475
0.79166667,0.13333333
0.99166667,0.86666667
0.4,0.73333333
0.11666667,0.51666667
0.63333333,0.35833333
0.74166667,0.75833333
0.2,0.68333333
0.35,0.83333333
0.84166667,0.025
0.24166667,0.15
0.81666667,0.74166667
0.99166667,0.725
0.21666667,0.675
0.11666667,0.65
0.93333333,0.94166667
0.93333333,0.033333333
0.23333333,0.16666667
0.29166667,0.59166667
0.575,0.24166667
0.95,0.29166667
0.225,0.86666667
0.49166667,0.091666667
0.26666667,0.88333333
0.88333333,0.066666667
0.39166667,0.175
0.15,0.45
0.46666667,0.35
0.41666667,0.041666667
0.1,0.3
0.3,0.033333333
0.10833333,0.73333333
0.525,0.058333333
0.95833333,0.94166667
0.4,0.8
0.63333333,0.025
0.425,0.75
0.033333333,0.1
0.90833333,0.30833333
0.28333333,0.61666667
0.325,0.56666667
0.88333333,0.54166667
0.13333333,0.1
0.45833333,0.041666667
0.25833333,0.40833333
0.45,0.825
0.48333333,0.81666667
0.375,0.375
0.28333333,0.21666667
0.93333333,0.85
0.86666667,0.25
0.75,0.7
0.041666667,0.74166667
0.35833333,0.725
0.76666667,0.83333333
0.13333333,0.19166667
0.31666667,0.041666667
0.25,0.041666667
0.86666667,0.925
0.35833333,0.16666667
0.58333333,0.425
0.6,0.65
0.74166667,0.18333333
0.70833333,0.40833333
0.44166667,0.66666667
0.95,0.45833333
0.79166667,0.35833333
0.20833333,0.6
0.083333333,0.23333333
0.64166667,0.2
0.59166667,1
0.53333333,0.69166667
0.89166667,0.075
0.58333333,0.041666667
0.66666667,0.38333333
0.44166667,0.575
0.825,0.925
0.65,0.46666667
0.69166667,0.075
0.75,0.0083333333
0.90833333,0.058333333
0.96666667,0.49166667
0.016666667,0.68333333
0.48333333,0.46666667
0.6,0.125
0.31666667,0.60833333
0.625,0.53333333
0.20833333,0.11666667
0.79166667,0.083333333
0.91666667,0.18333333
0.43333333,0.18333333
0.475,0.85833333
0.93333333,0.7
0.19166667,0.88333333
0.825,0.23333333
0.40833333,0.15833333
0.575,0.20833333
0.19166667,0.46666667
0.21666667,0.0083333333
0.71666667,0.033333333
0.20833333,0.091666667
0.175,0.225
0.775,0.94166667
1,0.16666667
0.20833333,0.55833333
0.19166667,0.29166667
0.69166667,0.54166667
0.80833333,0.083333333
0.91666667,0.25
0.40833333,0.73333333
0.69166667,0.83333333
0.375,0.075
0.99166667,0.43333333
0.0083333333,0.74166667
0.79166667,0.175
0.225,0.725
0.25,0.025
0.88333333,0.50833333
0.775,0.75833333
0.26666667,0.26666667
0.35833333,0.11666667
0.90833333,0.75
0.23333333,0.84166667
0.325,0.25
0.38333333,0.81666667
0.56666667,0.1
0.81666667,0.16666667
0.23333333,0.1
0.3,0.95833333
0.066666667,0.6
0.29166667,0.76666667
0.0083333333,0.35
0.175,0.88333333
0.99166667,0.091666667
0.83333333,0.225
0.5,0.725
0.25833333,0.69166667
0.81666667,0.825
0.70833333,0.45
0.71666667,0.225
0.4,0.75833333
0.925,0.19166667
0.29166667,0.041666667
0.275,0.75
0.76666667,0.8
0.925,0.25
0.125,0.39166667
0.64166667,0.84166667
0.175,0.10833333
0.19166667,0.30833333
0.25833333,0.575
0.29166667,0.091666667
0.96666667,0.091666667
0.96666667,0.625
0.25833333,0.875
0.33333333,0.20833333
0.075,0.64166667
0.25,0.60833333
0.625,0.15833333
0.86666667,0.28333333
0.94166667,0.75
0.43333333,0.475
0.075,0.58333333
0.35,0.8
0.20833333,0.675
0.26666667,0.91666667
0.475,0.55
0.99166667,0.39166667
0.8,0.016666667
0.43333333,0.10833333
0.91666667,0.39166667
0.59166667,0.025
0.40833333,0.375
0.79166667,0.43333333
0.18333333,0.075
0.60833333,0.96666667
0.925,0.325
0.83333333,0.475
0.94166667,0.69166667
0.14166667,0.33333333
0.25,0.71666667
0.033333333,0.15833333
0.4,0.90833333
0.375,0.78333333
0.725,0.66666667
0.39166667,0.69166667
0.25,0.15833333
0.29166667,0.74166667
0.79166667,0.225
0.25833333,0.041666667
0.64166667,0.79166667
0.33333333,0.025
0.3,0.51666667
0.375,0.19166667
0.425,0.80833333
0.775,0.75
0.63333333,0.45833333
0.5,0.425
0.40833333,0.7
0.8,0.64166667
0.65833333,0.44166667
0.51666667,0.99166667
0.68333333,0.36666667
0.14166667,0.14166667
0.66666667,0.65833333
0.1,0.85833333
0.225,0.68333333
0.45,0.575
0.45833333,0.93333333
0.83333333,0.8
0.033333333,0.75
0.375,0.75
0.775,1
0.51666667,0.175
0.55,0.94166667
0.35,0.14166667
0.075,0.39166667
0.55,0.21666667
0.69166667,0.63333333
0.45833333,0.20833333
0.54166667,0.15833333
0.6,0.6
0.45,0.3
0.275,0.74166667
0.70833333,0.63333333
0.49166667,0.05
0.35833333,0.31666667
0.65,0.70833333
0.058333333,0.89166667
0.24166667,0.2
0.80833333,0.96666667
0.96666667,0.14166667
0.31666667,0.25
0.975,0.31666667
0.091666667,0.925
0.15,0.19166667
0.20833333,0.48333333
0.2,0.36666667
0.68333333,0.34166667
0.44166667,0.85833333
0.45833333,0.65833333
0.2,0.50833333
0.45833333,0.53333333
0.016666667,0.35
0.575,0.15
0.31666667,0.76666667
0.725,0.725
0.63333333,0.525
0.1,0.93333333
0.083333333,0.56666667
0.1,0.13333333
0.38333333,0.95833333
0.5,0.88333333
0.94166667,0.80833333
0.10833333,0.49166667
0.8,0.7
0.69166667,0.74166667
0.8,0.50833333
0.225,0.8
0.925,0.058333333
0.11666667,0.61666667
0.075,0.24166667
0.75833333,0.25833333
0.33333333,0.36666667
0.083333333,0.49166667
0.025,0.68333333
0.54166667,0.125
0.58333333,0.475
0.31666667,0.45833333
0.041666667,0.7
0.575,0.75
0.8,0.99166667
0.83333333,0.975
0.98333333,0.88333333
0.675,0.18333333
0.475,0.38333333
0.59166667,0.86666667
0.0083333333,0.23333333
0.93333333,0.49166667
0.95833333,0.58333333
0.7,0.69166667
0.11666667,0.41666667
0.55833333,0.46666667
0.525,0.71666667
0.95,0.39166667
0.48333333,0.41666667
0.13333333,0.575
0.36666667,0.71666667
0.36666667,0.19166667
0.98333333,0.26666667
0.76666667,0.93333333
0.79166667,0.45
0.34166667,0.56666667
0.58333333,0.975
0.93333333,0.26666667
0.125,0.25
0.23333333,0.15
0.041666667,0.475
0.825,0.625
0.45833333,0.23333333
0.54166667,0.13333333
0.60833333,0.15
0.59166667,0.083333333
0.725,0.475
0.475,0.375
0.48333333,0.825
0.94166667,0.24166667
0.74166667,0.59166667
0.93333333,0.43333333
0.10833333,0.61666667
0.18333333,0.31666667
0.78333333,0.025
0.29166667,0.38333333
0.99166667,0.46666667
0.61666667,0.85
0.525,0.91666667
0.1,0.6
0.90833333,0.68333333
0.25,0.49166667
0.375,0.34166667
0.041666667,0.6
0.50833333,0.71666667
0.55833333,0.20833333
0.34166667,0.76666667
0.15,0.575
0.65833333,0.48333333
0.025,0.15
0.70833333,0.8
0.30833333,0.86666667
0.95,0.058333333
0.66666667,0.13333333
0.26666667,0.6
0.1,0.325
0.21666667,0.95
0.61666667,0.73333333
0.066666667,0.15
0.78333333,0.40833333
0.50833333,0.016666667
0.325,0.175
1,0.38333333
0.66666667,0.14166667
0.125,0.78333333
0.16666667,0.64166667
1,0.525
0.058333333,0.525
0.4,0.3
0.55833333,0.45
0.375,0.083333333
0.925,0.4
0.63333333,0.99166667
0.041666667,0.71666667
0.066666667,0.53333333
0.84166667,0.88333333
0.95833333,0.54166667
0.85833333,0.78333333
0.66666667,0.63333333
0.11666667,0.64166667
0.86666667,0.33333333
0.21666667,0.73333333
0.86666667,0.575
0.28333333,0.016666667
0.725,0.058333333
0.78333333,0.36666667
0.14166667,0.825
0.20833333,0.95833333
0.925,0.35833333
0.275,0.85
0.1,0.33333333
0.73333333,0.35833333
0.5,0.53333333
0.34166667,0.775
0.083333333,0.65833333
0.71666667,0.375
0.90833333,0.85
0.70833333,0.9
0.50833333,0.74166667
0.34166667,0.71666667
0.325,0.066666667
0.33333333,0.25
0.9,0.94166667
0.45833333,0.59166667
0.05,0.75
0.39166667,0.99166667
0.61666667,0.78333333
0.51666667,0.825
0.075,0.058333333
0.80833333,0.45833333
0.23333333,0.76666667
0.73333333,0.15833333
0.175,0.24166667
0.091666667,0.26666667
0.71666667,0.725
0.30833333,0.49166667
0.45,0.325
0.24166667,0.75
0.15,0.091666667
0.25833333,0.15
0.25833333,0.49166667
0.91666667,0.083333333
0.025,0.71666667
0.19166667,0.083333333
0.68333333,0.95833333
0.48333333,0.29166667
0.51666667,0.033333333
0.40833333,0.38333333
0.6,0.8
0.91666667,0.43333333
0.63333333,0.46666667
0.40833333,0.15
0.016666667,0.066666667
0.44166667,0.875
0.69166667,0.24166667
0.425,0.83333333
0.1,0.375
0.525,0.51666667
0.69166667,0.025
0.775,0.0083333333
0.26666667,0.35833333
0.88333333,0.825
0.69166667,0.80833333
0.59166667,0.84166667
0.33333333,0.11666667
0.25,0.75833333
0.525,0.55833333
0.83333333,0.675
0.39166667,0.11666667
0.19166667,0.83333333
0.10833333,0.46666667
0.39166667,0.091666667
0.25,0.525
0.625,0.51666667
0.75833333,0.30833333
0.14166667,0.125
0.575,0.99166667
0.016666667,0.20833333
0.15,0.49166667
0.675,0.88333333
0.16666667,0.68333333
0.775,0.425
0.86666667,0.64166667
0.066666667,0.575
0.91666667,0.89166667
0.175,0.50833333
0.15,0.59166667
0.21666667,0.60833333
0.65,0.39166667
0.066666667,0.55833333
0.10833333,0.91666667
0.93333333,0.55833333
0.55,0.45833333
0.30833333,1
0.15,0.016666667
0.775,0.15833333
0.44166667,0.60833333
0.2,0.44166667
0.23333333,0.51666667
0.95833333,0.56666667
0.975,0.54166667
0.925,0.033333333
0.84166667,0.43333333
0.091666667,0.175
0.125,0.75
0.10833333,0.48333333
0.39166667,0.66666667
0.11666667,0.94166667
0.11666667,0.058333333
0.016666667,0.36666667
0.13333333,0.05
0.725,0.55833333
0.85,0.91666667
0.26666667,0.35
0.74166667,0.9
0.25,0.84166667
0.41666667,0.18333333
0.041666667,0.34166667
0.60833333,0.066666667
0.75,0.31666667
0.16666667,0.84166667
0.90833333,0.64166667
1,0.95
0.94166667,0.05
0.43333333,0.6
0.058333333,0.99166667
0.325,0.41666667
0.38333333,0.16666667
0.31666667,0.18333333
0.3,0.65
0.43333333,0.13333333
0.31666667,0.475
0.84166667,0.041666667
0.54166667,0.2
0.2,0.90833333
0.14166667,0.13333333
0.85833333,0.85
0.55,0.31666667
0.325,0.8
0.30833333,0.90833333
0.95833333,0.05
0.69166667,0.875
0.425,0.375
1,0.61666667
0.091666667,0.84166667
0.10833333,0.43333333
0.16666667,0.375
0.825,0.7
0.90833333,0.76666667
0.041666667,0.88333333
0.83333333,0.016666667
0.75833333,0.075
0.7,0.375
0.80833333,0.31666667
0.925,0.56666667
0.6,0.4
0.1,0.083333333
0.23333333,0.325
0.73333333,0.94166667
0.13333333,0.075
0.13333333,0.68333333
0.63333333,0.675
0.98333333,0.35
0.84166667,0.11666667
0.99166667,0.058333333
0.033333333,0.44166667
0.23333333,0.86666667
0.15,1
0.14166667,0.058333333
0.19166667,0.36666667
0.30833333,0.05
0.625,0.85
0.83333333,0.86666667
0.375,0.5
0.41666667,0.59166667
0.016666667,0.91666667
0.63333333,0.80833333
0.175,0.30833333
0.86666667,0.86666667
0.80833333,0.3
0.95833333,0.34166667
0.98333333,0.64166667
0.14166667,0.44166667
0.83333333,0.275
0.65,0.93333333
0.81666667,0.8
0.2,0.083333333
0.36666667,0.40833333
0.475,0.45833333
0.29166667,0.2
0.70833333,0.375
0.525,0.38333333
0.675,0.49166667
0.075,0.90833333
0.39166667,0.725
0.43333333,0.54166667
0.325,0.26666667
0.325,0.091666667
0.575,0.066666667
0.34166667,0.40833333
0.71666667,0.81666667
0.8,0.75833333
0.51666667,0.6
0.24166667,0.725
0.25,0.66666667
0.44166667,0.975
1,0.74166667
0.16666667,0.91666667
0.7,0.75
0.083333333,0.0083333333
0.96666667,0.33333333
0.31666667,0.99166667
0.65,0.69166667
0.95,0.066666667
0.76666667,0.675
0.975,0.35
0.43333333,0.1
0.33333333,0.53333333
0.48333333,0.14166667
0.475,0.525
0.81666667,0.575
0.86666667,0.50833333
0.23333333,0.066666667
0.63333333,1
0.60833333,0.75833333
0.86666667,0.63333333
0.21666667,0.041666667
0.25,0.083333333
0.4,0.26666667
0.083333333,0.13333333
0.95,0.3
0.38333333,0.94166667
0.60833333,0.675
0.19166667,0.73333333
0.71666667,0.28333333
0.125,0.48333333
0.083333333,0.75
0.36666667,0.11666667
0.4,0.275
0.525,0.85833333
0.55,0.475
0.14166667,0.64166667
0.91666667,0.65
0.05,0.96666667
0.71666667,0.875
0.50833333,0.65
0.4,0.86666667
0.475,0.94166667
0.88333333,0.5
0.69166667,0.45
0.075,0.066666667
0.68333333,0.63333333
0.71666667,0.45833333
0.65,0.95833333
0.9,0.35
0.875,0.48333333
0.475,0.18333333
0.74166667,0.23333333
0.041666667,0.13333333
0.30833333,0.89166667
0.43333333,0.875
0.38333333,0.76666667
0.69166667,0.225
0.81666667,0.81666667
0.425,0.25833333
0.70833333,0.58333333
0.025,0.73333333
0.25833333,0.725
0.98333333,0.68333333
0.19166667,0.28333333
0.75833333,0.48333333
0.05,0.575
0.091666667,0.89166667
0.54166667,0.39166667
0.71666667,0.63333333
0.75,0.76666667
0.016666667,0.25833333
0.375,0.3
0.90833333,0.25
0.65833333,0.34166667
0.70833333,0.66666667
0.63333333,0.88333333
0.025,0.90833333
0.68333333,0.066666667
0.2,0.95833333
0.99166667,0.14166667
0.70833333,0.825
0.8,0.6
0.95,0.95
0.13333333,0.86666667
0.83333333,0.24166667
0.83333333,0.80833333
0.85833333,0.35
0.58333333,0.31666667
0.31666667,0.55
0.61666667,0.025
0.3,0.95
0.075,0.23333333
0.36666667,0.48333333
0.61666667,0.56666667
0.3,0.1
0.175,0.43333333
0.7,0.225
0.75833333,0.56666667
0.33333333,0.775
0.78333333,0.86666667
0.63333333,0.98333333
0.55,0.89166667
0.69166667,0.29166667
0.19166667,0.9
0.80833333,0.89166667
0.76666667,0.20833333
0.925,0.15
0.20833333,0.99166667
0.41666667,0.76666667
0.76666667,0.94166667
0.3,0.975
0.6,0.51666667
1,0.65
0.90833333,0.725
0.16666667,0.65
0.76666667,1
0.53333333,0.875
0.19166667,0.016666667
0.35,0.15
0.175,0.69166667
0.85833333,0.925
0.075,0.41666667
0.775,0.74166667
0.575,0.7
0.95,0.49166667
0.55,0.83333333
0.55,0.98333333
0.88333333,0.44166667
0.94166667,0.39166667
0.25,0.65833333
0.0083333333,0.14166667
0.86666667,0.84166667
0.50833333,0.55833333
0.79166667,0.55833333
0.95,0.025
0.58333333,0.85833333
0.375,0.95
0.55,0.34166667
0.3,0.24166667
0.35833333,0.89166667
0.066666667,0.70833333
0.75,0.016666667
0.025,0.88333333
0.94166667,0.49166667
0.033333333,0.34166667
0.48333333,0.84166667
0.066666667,0.275
0.91666667,0.45
0.90833333,0.39166667
0.033333333,0.51666667
0.425,0.76666667
0.475,0.26666667
0.88333333,0.19166667
0.86666667,0.05
0.40833333,0.225
0.5,0.58333333
0.51666667,0.31666667
0.91666667,0.225
0.66666667,0.46666667
0.175,0.98333333
0.43333333,0.91666667
0.016666667,0.99166667
0.125,0.56666667
0.24166667,0.925
0.375,0.28333333
0.041666667,0.65
0.26666667,0.375
0.066666667,0.74166667
0.033333333,0.78333333
0.73333333,0.41666667
0.88333333,0.34166667
0.675,0.98333333
0.26666667,0.54166667
0.35,0.35
0.89166667,0.40833333
0.81666667,0.05
1,0.225
0.10833333,0.55833333
0.46666667,0.24166667
0.61666667,0.88333333
0.65833333,0.40833333
0.85833333,0.0083333333
0.675,0.15
0.61666667,0.74166667
0.033333333,0.30833333
0.65,0.73333333
0.775,0.85833333
0.26666667,0.34166667
0.175,0.825
0.875,1
0.61666667,0.86666667
0.625,0.86666667
0.55833333,0.975
0.033333333,0.99166667
0.2,0.775
0.68333333,0.49166667
0.8,0.78333333
0.43333333,0.79166667
0.1,0.81666667
0.53333333,0.71666667
0.28333333,0.79166667
0.64166667,0.21666667
0.975,0.88333333
0.43333333,0.35
0.78333333,0.26666667
0.33333333,0.083333333
0.325,0.86666667
0.74166667,0.68333333
0.625,0.69166667
0.81666667,0.675
0.40833333,0.53333333
0.28333333,0.34166667
0.64166667,0.25833333
0.525,0.475
0.15833333,0.15833333
0.325,0.725
0.85,0.28333333
0.6,0.05
0.16666667,0.33333333
0.975,0.075
0.1,0.725
0.475,0.016666667
0.69166667,0.66666667
0.81666667,0.15
0.89166667,0.8
0.75833333,0.40833333
0.033333333,0.11666667
0.48333333,0.83333333
0.675,0.025
0.74166667,0.3
0.41666667,0.89166667
0.70833333,0.94166667
0.50833333,0.225
0.33333333,0.71666667
0.18333333,0.43333333
0.475,0.475
0.13333333,0.15
0.60833333,0.38333333
0.15,0.2
0.066666667,0.75
0.10833333,0.53333333
0.55,0.016666667
0.066666667,0.18333333
0.48333333,0.75
0.33333333,0.16666667
0.88333333,0.63333333
0.76666667,0.066666667
0.225,0.83333333
0.041666667,0.68333333
0.1,0.54166667
0.625,0.225
0.15,0.15
0.016666667,0.85833333
0.54166667,0.20833333
0.825,0.70833333
0.1,0.88333333
0.26666667,0.825
0.30833333,0.88333333
0.88333333,0.225
0.21666667,0.51666667
0.10833333,0.8
0.53333333,0.59166667
0.54166667,0.78333333
0.93333333,0.8
0.35833333,0.48333333
0.175,0.49166667
0.73333333,0.56666667
0.016666667,0.091666667
0.225,0.69166667
0.2,0.65
0.11666667,0.35
0.40833333,0.60833333
0.025,0.76666667
0.76666667,0.70833333
0.083333333,0.51666667
0.575,0.36666667
0.53333333,0.58333333
0.125,0.90833333
0.85,0.70833333
0.125,0.64166667
0.26666667,0.86666667
0.86666667,0.975
0.025,0.64166667
0.066666667,0.05
0.975,0.85
0.325,0.59166667
0.725,0.6
0.73333333,0.3
0.625,0.68333333
0.066666667,0.075
0.75833333,0.23333333
0.775,0.675
0.30833333,0.21666667
0.36666667,0.45833333
